title,author,num_ratings,num_reviews,avg_rating,num_pages,language,series,1_rating_count,2_rating_count,3_rating_count,4_rating_count,5_rating_count,publish_year,publish_month,publish_day,fiction,republish
"I Am Nujood, Age 10 and Divorced",Nujood Ali,17776.0,2501.0,3.82,188.0,English,0,193.0,1108.0,5036.0,6800.0,4639.0,2010.0,3.0,2.0,0,1
"Sex, Drugs, and Cocoa Puffs: A Low Culture Manifesto",Chuck Klosterman,62819.0,3409.0,3.74,272.0,English,0,2157.0,5281.0,15896.0,23133.0,16352.0,2004.0,7.0,2.0,0,1
"South of the Border, West of the Sun",Haruki Murakami,76764.0,4626.0,3.87,190.0,English,0,876.0,4134.0,19370.0,32005.0,20379.0,2006.0,12.0,1.0,1,1
"Absalom, Absalom!",William Faulkner,36905.0,1942.0,3.96,320.0,English,0,1413.0,2424.0,6961.0,11394.0,14713.0,1991.0,1.0,30.0,1,1
"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",Karen Armstrong,40919.0,1358.0,3.86,460.0,English,0,1999.0,2550.0,8814.0,13172.0,14384.0,2004.0,3.0,2.0,0,1
The Onion Field,Joseph Wambaugh,17994.0,337.0,4.14,512.0,English,0,112.0,515.0,3256.0,7058.0,7053.0,2007.0,8.0,28.0,0,1
Sula,Toni Morrison,52571.0,3068.0,3.91,192.0,English,0,843.0,2798.0,12411.0,20639.0,15880.0,2002.0,4.0,5.0,1,1
Let the Great World Spin,Colum McCann,87429.0,8812.0,3.95,351.0,English,0,1741.0,5252.0,17949.0,33589.0,28898.0,2009.0,6.0,23.0,1,1
The Lover,Marguerite Duras,31865.0,2272.0,3.75,117.0,English,1,828.0,2809.0,8531.0,11086.0,8611.0,1998.0,9.0,8.0,1,1
Fall on Your Knees,Ann-Marie MacDonald,59481.0,2893.0,3.96,672.0,English,0,1692.0,3620.0,12064.0,20295.0,21810.0,2002.0,10.0,29.0,1,1
The Female Eunuch,Germaine Greer,5684.0,298.0,3.71,400.0,English,0,138.0,464.0,1640.0,2080.0,1362.0,2002.0,3.0,5.0,0,1
A Gathering of Twine,Martin Adil-Smith,250.0,53.0,4.31,266.0,English,1,8.0,13.0,27.0,48.0,154.0,2013.0,9.0,27.0,1,0
Bad Science,Ben Goldacre,33738.0,1706.0,4.07,338.0,English,0,787.0,1509.0,5568.0,12556.0,13318.0,2008.0,10.0,22.0,0,0
Goblinheart,Brett Axel,169.0,34.0,4.44,40.0,English,0,4.0,7.0,17.0,24.0,117.0,2012.0,4.0,28.0,0,0
The Mote in God's Eye,Larry Niven,59472.0,1595.0,4.07,596.0,English,1,664.0,2232.0,11463.0,22895.0,22218.0,2011.0,4.0,26.0,1,1
It's the Stars Will Be Our Lamps,Alan Walsh,36.0,14.0,3.94,236.0,English,0,1.0,0.0,12.0,10.0,13.0,2013.0,12.0,4.0,0,1
Peyton Place,Grace Metalious,9335.0,854.0,3.75,384.0,English,1,141.0,652.0,2746.0,3649.0,2147.0,1999.0,3.0,4.0,1,1
Awaken Your Alpha: Tales and Tactics to Thrive,Adam Lewis Walker,26.0,15.0,4.69,188.0,?,0,0.0,0.0,1.0,6.0,19.0,2018.0,10.0,3.0,0,0
SSN Seadragon: The Crucible of Leviathan,J.P. Ronald,377.0,7.0,4.22,977.0,?,0,8.0,21.0,14.0,172.0,162.0,2017.0,8.0,30.0,0,0
True Grit,Charles Portis,35500.0,4688.0,4.15,224.0,English,0,217.0,1033.0,5793.0,14696.0,13761.0,2002.0,12.0,31.0,1,1
Summer of My German Soldier,Bette Greene,15388.0,999.0,3.68,203.0,English,1,487.0,1330.0,4524.0,5388.0,3659.0,1993.0,12.0,1.0,1,1
Three Comrades,Erich Maria Remarque,21721.0,593.0,4.48,496.0,English,0,117.0,377.0,1936.0,5728.0,13563.0,1998.0,1.0,27.0,1,1
Dark Lands: Requiem,Lyn I. Kelly,714.0,15.0,4.28,216.0,?,1,16.0,23.0,38.0,303.0,334.0,2015.0,8.0,26.0,0,1
"Men Are from Mars, Women Are from Venus",John Gray,148899.0,5175.0,3.54,368.0,English,0,9349.0,17086.0,42716.0,42584.0,37164.0,2012.0,4.0,3.0,0,1
A Raisin in the Sun,Lorraine Hansberry,60157.0,2739.0,3.76,160.0,English,0,1396.0,4891.0,16149.0,21804.0,15917.0,2002.0,5.0,7.0,1,1
Tales of the City,Armistead Maupin,34234.0,2489.0,4.04,272.0,English,1,549.0,1669.0,6722.0,12335.0,12959.0,1989.0,10.0,22.0,1,1
A Connecticut Yankee in King Arthur's Court,Mark Twain,88711.0,2721.0,3.77,480.0,English,0,2110.0,6358.0,24392.0,32610.0,23241.0,2007.0,5.0,1.0,1,1
The Island,Victoria Hislop,33900.0,2452.0,4.03,473.0,English,0,595.0,1734.0,6453.0,12491.0,12627.0,2006.0,4.0,10.0,1,1
Journey to the End of the Night,Louis-Ferdinand Céline,28721.0,1619.0,4.23,453.0,English,1,531.0,1192.0,3914.0,8635.0,14449.0,?,?,?,1,1
Leap of Faith (The Rufino Factor Book One),Joshua Rem,246.0,8.0,4.24,268.0,?,0,0.0,2.0,35.0,112.0,97.0,2016.0,8.0,30.0,1,0
The Portrait of a Lady,Henry James,66526.0,2567.0,3.77,797.0,English,0,2156.0,5403.0,16965.0,22825.0,19177.0,2003.0,9.0,30.0,1,1
The Mysterious Affair at Styles,Agatha Christie,212895.0,6150.0,3.99,121.0,English,1,5153.0,8165.0,45716.0,78745.0,75116.0,2002.0,10.0,21.0,1,1
Blood and Guts in High School,Kathy Acker,4768.0,336.0,3.38,165.0,English,0,531.0,656.0,1121.0,1378.0,1082.0,1984.0,1.0,11.0,1,1
Why We Never Repeat Jokes?,Ramzy Sweis,236.0,8.0,4.26,47.0,?,0,0.0,0.0,27.0,120.0,89.0,2017.0,5.0,14.0,0,0
The Artist's Way,Julia Cameron,87868.0,2285.0,3.9,237.0,English,1,5933.0,6028.0,15104.0,24214.0,36589.0,2002.0,3.0,4.0,0,1
Bring Up the Bodies,Hilary Mantel,59636.0,6847.0,4.28,412.0,English,1,785.0,1634.0,6772.0,21628.0,28817.0,2012.0,5.0,8.0,1,0
When Nietzsche Wept,Irvin D. Yalom,37927.0,2327.0,4.31,310.0,English,0,311.0,975.0,4594.0,12858.0,19189.0,2005.0,1.0,4.0,1,1
The Bourne Ultimatum,Robert Ludlum,55274.0,889.0,4.05,725.0,English,1,609.0,2204.0,11107.0,21489.0,19865.0,2004.0,5.0,6.0,1,1
An American Tragedy,Theodore Dreiser,30561.0,1203.0,3.95,859.0,English,0,845.0,1880.0,6374.0,10424.0,11038.0,2000.0,9.0,1.0,1,1
Moon Palace,Paul Auster,19208.0,815.0,3.94,320.0,English,0,391.0,1054.0,3949.0,7696.0,6118.0,1990.0,4.0,1.0,1,1
The Dead Zone,Stephen King,161256.0,3364.0,3.92,402.0,English,0,1608.0,7884.0,41338.0,61493.0,48933.0,1980.0,8.0,22.0,1,1
"I'd Tell You I Love You, But Then I'd Have to Kill You",Ally Carter,168102.0,7216.0,3.83,284.0,English,1,6821.0,13925.0,39698.0,48940.0,58718.0,2006.0,5.0,1.0,0,1
Almost Transparent Blue,Ryū Murakami,8097.0,494.0,3.25,126.0,English,0,708.0,1343.0,2538.0,2208.0,1300.0,2003.0,4.0,11.0,1,1
Pedro Páramo,Juan Rulfo,35126.0,2539.0,4.05,128.0,English,0,705.0,1985.0,6455.0,11649.0,14332.0,1994.0,3.0,10.0,1,1
Man and His Symbols,C.G. Jung,18012.0,587.0,4.19,415.0,English,0,220.0,615.0,2827.0,6173.0,8177.0,1968.0,8.0,15.0,0,1
The Grifters,Jim Thompson,9683.0,418.0,3.85,224.0,?,0,368.0,618.0,1967.0,3835.0,2895.0,2014.0,8.0,5.0,1,1
The City of Dreaming Books,Walter Moers,14409.0,1139.0,4.36,461.0,English,1,190.0,431.0,1595.0,3962.0,8231.0,2007.0,3.0,1.0,1,1
4 3 2 1,Paul Auster,17177.0,2651.0,3.83,866.0,English,0,663.0,1468.0,3534.0,5894.0,5618.0,2017.0,1.0,31.0,1,0
Half the Sky: Turning Oppression Into Opportunity for Women Worldwide,Nicholas D. Kristof,47843.0,4992.0,4.3,294.0,English,0,620.0,1394.0,6018.0,14937.0,24874.0,2009.0,9.0,8.0,0,1
Redwall,Brian Jacques,96688.0,3468.0,4.12,352.0,English,1,1387.0,3430.0,17345.0,34306.0,40220.0,2006.0,9.0,4.0,1,1
The Naked and the Dead,Norman Mailer,22263.0,770.0,3.94,721.0,English,0,421.0,1171.0,4824.0,8702.0,7145.0,2000.0,8.0,28.0,1,1
Wizard and Glass,Stephen King,149639.0,5411.0,4.25,845.0,English,1,1349.0,4905.0,21453.0,49148.0,72784.0,2003.0,10.0,22.0,1,1
Twelfth Night,William Shakespeare,147542.0,3265.0,3.98,222.0,English,0,1707.0,7173.0,33824.0,54394.0,50444.0,2004.0,7.0,1.0,1,1
The Book of Disquiet,Fernando Pessoa,18153.0,1723.0,4.47,544.0,English,0,220.0,485.0,1522.0,4274.0,11652.0,2002.0,12.0,31.0,1,1
"One Fish, Two Fish, Red Fish, Blue Fish",Dr. Seuss,147215.0,2541.0,4.13,64.0,?,1,3251.0,7401.0,27853.0,37585.0,71125.0,2003.0,10.0,6.0,1,1
The Comfort of Strangers,Ian McEwan,13573.0,1136.0,3.41,128.0,English,0,672.0,1706.0,4582.0,4594.0,2019.0,1994.0,11.0,1.0,1,1
"Past, Present, and Promises",Patricia H. Graham,40.0,9.0,4.05,140.0,English,0,1.0,1.0,9.0,13.0,16.0,2012.0,2.0,1.0,1,0
Memoirs of Hadrian,Marguerite Yourcenar,16155.0,1285.0,4.25,347.0,English,0,250.0,631.0,2178.0,4885.0,8211.0,2005.0,5.0,18.0,1,1
Cold Comfort Farm,Stella Gibbons,38749.0,3046.0,3.91,233.0,English,0,843.0,2348.0,8778.0,14180.0,12600.0,2006.0,3.0,28.0,1,1
Into the Wild,Erin Hunter,68852.0,5466.0,4.3,288.0,English,1,1453.0,2377.0,8795.0,17982.0,38245.0,2004.0,1.0,6.0,1,1
A Dad After God's Own Heart: Becoming the Father Your Kids Need,Jim George,23.0,0.0,4.26,240.0,English,0,1.0,2.0,1.0,5.0,14.0,2014.0,4.0,1.0,0,0
Pope Joan,Donna Woolfolk Cross,62520.0,4427.0,4.07,422.0,English,0,929.0,2450.0,11611.0,23611.0,23919.0,2009.0,6.0,9.0,1,1
Piercing,Ryū Murakami,6956.0,537.0,3.51,192.0,English,0,365.0,738.0,2103.0,2450.0,1300.0,2007.0,3.0,27.0,1,1
Night Watch,Sergei Lukyanenko,38055.0,2075.0,3.98,455.0,English,1,611.0,2035.0,7665.0,14940.0,12804.0,2006.0,7.0,1.0,1,1
Buddenbrooks: The Decline of a Family,Thomas Mann,19469.0,948.0,4.15,731.0,English,0,364.0,856.0,2973.0,6596.0,8680.0,1994.0,10.0,4.0,1,1
A Beautiful Mind,Sylvia Nasar,115861.0,1313.0,4.13,461.0,English,0,2425.0,4030.0,18716.0,41836.0,48854.0,2002.0,2.0,4.0,0,1
Fun Home: A Family Tragicomic,Alison Bechdel,114923.0,8372.0,4.08,240.0,English,0,3431.0,5464.0,17927.0,39581.0,48520.0,2006.0,6.0,8.0,0,0
Coin Locker Babies,Ryū Murakami,7131.0,381.0,3.68,393.0,English,0,405.0,687.0,1672.0,2377.0,1990.0,2002.0,8.0,9.0,1,1
Hannibal,Thomas  Harris,77293.0,2609.0,3.76,564.0,English,1,2532.0,6700.0,20110.0,25577.0,22374.0,2000.0,5.0,18.0,1,1
Death on the Nile,Agatha Christie,100717.0,3951.0,4.1,214.0,English,1,365.0,2345.0,20086.0,42096.0,35825.0,1978.0,10.0,22.0,1,1
The Daughter of Time,Josephine Tey,21591.0,2796.0,3.93,206.0,English,1,414.0,1334.0,4702.0,8024.0,7117.0,1995.0,11.0,29.0,1,1
The Rosie Project,Graeme Simsion,396318.0,36696.0,4.02,297.0,English,1,5962.0,15165.0,74460.0,171297.0,129434.0,2013.0,10.0,1.0,1,1
What We Talk About When We Talk About Love,Raymond Carver,41794.0,2826.0,4.18,159.0,English,0,468.0,1569.0,6264.0,15301.0,18192.0,1989.0,10.0,22.0,1,1
We Have Always Lived in the Castle,Shirley Jackson,93302.0,11241.0,4.0,146.0,English,0,1386.0,4655.0,18572.0,36459.0,32230.0,2006.0,10.0,31.0,1,1
The Swiss Family Robinson,Johann David Wyss,92445.0,2213.0,3.92,352.0,English,0,1721.0,5380.0,22703.0,31153.0,31488.0,2006.0,10.0,28.0,1,1
Conduit,Angie Martin,475.0,136.0,3.96,354.0,English,0,19.0,36.0,87.0,135.0,198.0,2014.0,3.0,5.0,1,0
The Blood of Olympus,Rick Riordan,170704.0,14178.0,4.42,516.0,English,1,1151.0,3366.0,17476.0,49134.0,99577.0,2014.0,10.0,7.0,0,0
1776,David McCullough,169411.0,6812.0,4.07,386.0,English,0,4411.0,6960.0,28078.0,63296.0,66666.0,2006.0,7.0,4.0,0,1
Red Rising,Pierce Brown,203810.0,22336.0,4.27,382.0,English,1,3534.0,6963.0,23855.0,66272.0,103186.0,2014.0,1.0,28.0,1,0
Setting the Family Free,Eric D. Goodman,16.0,5.0,4.88,310.0,English,0,0.0,0.0,0.0,2.0,14.0,2019.0,10.0,1.0,0,0
Ben-Hur: A Tale of the Christ,Lew Wallace,31423.0,955.0,4.03,620.0,English,0,576.0,1620.0,6481.0,10267.0,12479.0,2007.0,10.0,18.0,1,1
Fables of the Reconstruction,Jez Jones,133.0,38.0,4.17,54.0,English,0,7.0,9.0,17.0,22.0,78.0,2015.0,6.0,21.0,0,1
A Son of the Circus,John Irving,18017.0,640.0,3.63,680.0,English,0,545.0,1654.0,5612.0,6370.0,3836.0,?,?,?,1,1
A Girl Named Zippy,Haven Kimmel,33177.0,3751.0,3.8,275.0,English,1,736.0,2449.0,8876.0,11910.0,9206.0,2001.0,10.0,22.0,0,0
The Complete Novels,Jane Austen,27431.0,644.0,4.55,1344.0,English,0,448.0,489.0,1762.0,5528.0,19204.0,1996.0,6.0,17.0,1,1
The Incredible Journey,Sheila Burnford,46511.0,915.0,4.17,145.0,English,0,456.0,1370.0,8577.0,15608.0,20500.0,1995.0,12.0,18.0,1,1
Fugly,Mimi Jean Pamfiloff,4764.0,529.0,3.9,?,English,1,175.0,288.0,1017.0,1620.0,1664.0,2015.0,9.0,15.0,0,0
Angelfall,Susan Ee,151148.0,15118.0,4.16,288.0,English,1,3785.0,6531.0,22276.0,47990.0,70566.0,2012.0,8.0,28.0,0,1
"Same Kind of Different as Me: A Modern-Day Slave, an International Art Dealer, and the Unlikely Woman Who Bound Them Together",Ron Hall,73306.0,7705.0,4.23,240.0,English,1,891.0,2827.0,10524.0,23484.0,35580.0,2006.0,6.0,18.0,0,1
The Power of a Praying Wife,Stormie Omartian,45906.0,885.0,4.32,208.0,?,0,689.0,1363.0,6017.0,12381.0,25456.0,2014.0,2.0,1.0,0,1
The Sluts,Dennis Cooper,2727.0,171.0,3.45,262.0,English,0,309.0,386.0,552.0,728.0,752.0,2005.0,10.0,19.0,1,1
Shiver,Maggie Stiefvater,408106.0,22176.0,3.77,392.0,English,1,19672.0,38759.0,95110.0,115551.0,139014.0,2009.0,8.0,1.0,0,0
The Legendary Wolf,Ammar Habib,1336.0,335.0,4.28,194.0,English,0,11.0,27.0,153.0,531.0,614.0,2019.0,7.0,12.0,0,0
Corruption,John O'Riley,218.0,34.0,3.87,286.0,English,1,8.0,14.0,48.0,76.0,72.0,2013.0,10.0,24.0,0,1
His Majesty's Dragon,Naomi Novik,69936.0,5797.0,4.06,356.0,English,1,954.0,2852.0,12822.0,28065.0,25243.0,2006.0,3.0,28.0,1,1
Post Office,Charles Bukowski,88082.0,3529.0,3.99,162.0,English,0,1284.0,4088.0,17446.0,36730.0,28534.0,2009.0,10.0,13.0,1,1
Garden Spells,Sarah Addison Allen,80169.0,9642.0,4.07,304.0,English,1,886.0,2993.0,15326.0,31231.0,29733.0,2007.0,8.0,28.0,1,0
The Sorrows of Young Mike,John Zelazny,62.0,11.0,3.63,211.0,English,0,7.0,6.0,14.0,11.0,24.0,2014.0,8.0,2.0,1,0
"We Got Zombies On The Lawn Again, Ma (Ax Handel's Special Zombie Notebooks Book 1)",Donnie  Smith,87.0,26.0,3.38,209.0,?,0,15.0,14.0,13.0,13.0,32.0,2013.0,11.0,13.0,1,1
Thud!,Terry Pratchett,58424.0,1574.0,4.32,439.0,English,1,162.0,861.0,7722.0,21232.0,28447.0,2006.0,10.0,2.0,1,0
Love is the Answer God is the Cure,Aimee Cabo Nikolov,2130.0,63.0,4.32,154.0,?,0,26.0,24.0,131.0,1008.0,941.0,2018.0,9.0,7.0,0,1
Can You Keep a Secret?,Sophie Kinsella,345979.0,11245.0,3.84,374.0,English,0,10048.0,22445.0,87909.0,118877.0,106700.0,2005.0,12.0,27.0,1,1
The Law,Frédéric Bastiat,9572.0,753.0,4.39,61.0,English,0,111.0,268.0,1051.0,2510.0,5632.0,2011.0,6.0,30.0,0,1
Forbidden,Tabitha Suzuma,49858.0,8828.0,4.04,418.0,English,0,1885.0,3228.0,7961.0,14597.0,22187.0,2010.0,5.0,27.0,1,0
Clown Girl,Monica Drake,6028.0,339.0,3.39,297.0,English,0,516.0,881.0,1651.0,1708.0,1272.0,2007.0,1.0,4.0,1,1
The Red Hand,Michael Stephen Daigle,692.0,6.0,4.32,298.0,English,0,7.0,20.0,31.0,322.0,312.0,2019.0,6.0,30.0,0,0
The Age of Reason,Thomas Paine,7440.0,502.0,4.12,180.0,English,0,122.0,306.0,1238.0,2640.0,3134.0,2007.0,4.0,25.0,0,1
He's Just Not That Into You: The No-Excuses Truth to Understanding Guys,Greg Behrendt,58879.0,3328.0,3.66,208.0,English,0,2738.0,6333.0,16129.0,16778.0,16901.0,2006.0,12.0,26.0,0,1
Ask the Dust,John Fante,25339.0,1749.0,4.12,165.0,English,1,277.0,983.0,4348.0,9493.0,10238.0,2006.0,2.0,7.0,1,1
Eichmann in Jerusalem: A Report on the Banality of Evil,Hannah Arendt,13373.0,1044.0,4.22,312.0,English,0,69.0,328.0,1921.0,5374.0,5681.0,2006.0,12.0,7.0,0,1
Growth of the Soil,Knut Hamsun,7649.0,545.0,4.11,435.0,English,0,224.0,397.0,1173.0,2408.0,3447.0,1972.0,5.0,12.0,1,1
The Cement Garden,Ian McEwan,23284.0,1595.0,3.55,144.0,English,0,994.0,2440.0,7082.0,8381.0,4387.0,2004.0,8.0,5.0,1,1
Year of Wonders,Geraldine Brooks,124334.0,9163.0,4.01,358.0,English,0,1817.0,5593.0,24743.0,49725.0,42456.0,2002.0,4.0,30.0,1,1
The Wave,Todd Strasser,17096.0,1814.0,3.5700000000000003,138.0,English,0,525.0,1923.0,5391.0,5775.0,3482.0,2005.0,10.0,22.0,1,1
Desert Solitaire,Edward Abbey,35735.0,2304.0,4.22,337.0,English,0,547.0,1252.0,5145.0,11603.0,17188.0,1985.0,1.0,12.0,0,1
Delta of Venus,Anaïs Nin,17560.0,1080.0,3.62,271.0,English,0,722.0,1712.0,4948.0,6229.0,3949.0,2006.0,5.0,1.0,1,1
A Breath of Snow and Ashes,Diana Gabaldon,126484.0,4921.0,4.44,980.0,English,1,560.0,1942.0,12672.0,37527.0,73783.0,2006.0,8.0,29.0,1,1
The End of Everything,Megan Abbott,12648.0,1654.0,3.32,246.0,English,0,748.0,1925.0,4317.0,3816.0,1842.0,2011.0,7.0,7.0,1,0
Gandhi: An autobiography,Mahatma Gandhi,42001.0,1727.0,4.07,528.0,English,0,954.0,1982.0,7652.0,14067.0,17346.0,1993.0,11.0,1.0,0,1
Kon-Tiki,Thor Heyerdahl,18276.0,1037.0,4.12,240.0,English,0,173.0,522.0,3383.0,7099.0,7099.0,1990.0,5.0,1.0,0,1
Midnight Sun,Stephenie Meyer,142667.0,9325.0,4.02,264.0,English,1,6441.0,9479.0,24223.0,36679.0,65845.0,2008.0,8.0,28.0,0,0
Little Brother,Cory Doctorow,44934.0,5419.0,3.93,382.0,English,1,1073.0,2625.0,9166.0,17516.0,14554.0,2008.0,4.0,29.0,1,0
The Great Book of Amber,Roger Zelazny,23388.0,884.0,4.3,1258.0,English,1,248.0,699.0,2968.0,7265.0,12208.0,1999.0,12.0,22.0,1,0
Lone Survivor: The Eyewitness Account of Operation Redwing and the Lost Heroes of SEAL Team 10,Marcus Luttrell,68081.0,6594.0,4.35,390.0,English,0,849.0,1962.0,7626.0,19762.0,37882.0,2007.0,6.0,12.0,0,1
A Book of Five Rings: The Classic Guide to Strategy,Miyamoto Musashi,31897.0,1303.0,4.07,192.0,English,0,354.0,1545.0,6436.0,10695.0,12867.0,1988.0,5.0,28.0,0,1
Inheritance,Christopher Paolini,194227.0,9700.0,4.1,849.0,English,1,4003.0,10808.0,33145.0,60033.0,86238.0,2011.0,11.0,8.0,1,0
The Client,John Grisham,364973.0,2281.0,4.0,483.0,English,0,2926.0,13417.0,85062.0,143974.0,119594.0,2010.0,3.0,16.0,1,1
The Last Battle,C.S. Lewis,201949.0,5454.0,4.03,288.0,English,1,4163.0,11868.0,40418.0,63004.0,82496.0,2005.0,6.0,20.0,1,1
The Death of Bunny Munro,Nick Cave,13983.0,944.0,3.41,288.0,English,0,849.0,1790.0,4463.0,4560.0,2321.0,2009.0,10.0,22.0,1,0
The One and Only Ivan,Katherine Applegate,112734.0,12880.0,4.27,307.0,English,0,2871.0,3690.0,13406.0,33198.0,59569.0,2012.0,1.0,17.0,1,0
Last Sacrifice,Richelle Mead,245553.0,10885.0,4.4,594.0,English,1,3647.0,6466.0,25736.0,61665.0,148039.0,2010.0,12.0,7.0,0,0
The Millionaire Next Door: The Surprising Secrets of America's Wealthy,Thomas J. Stanley,64451.0,2897.0,4.02,258.0,English,0,946.0,3126.0,13502.0,22719.0,24158.0,1998.0,10.0,1.0,0,1
On the Banks of Plum Creek,Laura Ingalls Wilder,86941.0,1574.0,4.2,358.0,English,1,859.0,2200.0,15156.0,29354.0,39372.0,2007.0,1.0,1.0,1,1
Stolen: A Letter to My Captor,Lucy Christopher,63658.0,7959.0,3.92,304.0,English,0,1832.0,4752.0,13169.0,20598.0,23307.0,2009.0,5.0,4.0,1,0
Audition,Ryū Murakami,7201.0,613.0,3.47,208.0,English,0,373.0,857.0,2293.0,2401.0,1277.0,2009.0,1.0,5.0,1,1
Sadako and the Thousand Paper Cranes,Eleanor Coerr,19483.0,1473.0,4.11,80.0,English,0,191.0,658.0,3736.0,7088.0,7810.0,1999.0,12.0,1.0,1,1
The Lies of Locke Lamora,Scott Lynch,188242.0,12743.0,4.3,499.0,English,1,3457.0,6121.0,19980.0,59936.0,98748.0,2006.0,7.0,27.0,1,1
The Earthsea Trilogy,Ursula K. Le Guin,17391.0,358.0,4.26,478.0,English,1,186.0,469.0,2445.0,5861.0,8430.0,1979.0,10.0,22.0,1,1
Gorky Park,Martin Cruz Smith,54792.0,1046.0,4.04,433.0,English,1,537.0,1900.0,11163.0,22532.0,18660.0,1982.0,2.0,12.0,1,1
The Changeling,Christopher  Shields,321.0,27.0,4.16,300.0,English,1,5.0,8.0,63.0,101.0,144.0,2012.0,10.0,29.0,0,0
How to Read a Book: The Classic Guide to Intelligent Reading,Mortimer J. Adler,14783.0,1620.0,4.01,426.0,English,0,340.0,861.0,2821.0,5114.0,5647.0,1972.0,8.0,15.0,0,1
Wives and Daughters,Elizabeth Gaskell,40710.0,2255.0,4.09,679.0,English,0,649.0,1521.0,7292.0,15253.0,15995.0,1996.0,5.0,30.0,1,1
The Long Winter,Laura Ingalls Wilder,73533.0,1624.0,4.14,334.0,English,1,1651.0,2419.0,12862.0,23738.0,32863.0,1961.0,7.0,19.0,1,1
The Stone Diaries,Carol Shields,34900.0,1685.0,3.87,361.0,English,0,654.0,2201.0,8446.0,13454.0,10145.0,1995.0,4.0,1.0,1,1
The Plot Against America,Philip Roth,37312.0,3353.0,3.76,391.0,English,0,736.0,2630.0,9818.0,15890.0,8238.0,2005.0,9.0,27.0,1,1
Mister Pip,Lloyd Jones,17061.0,2055.0,3.67,256.0,English,0,384.0,1454.0,4965.0,6806.0,3452.0,2007.0,7.0,31.0,0,1
All the Pretty Horses,Cormac McCarthy,86990.0,5630.0,3.99,302.0,English,1,1690.0,4444.0,16684.0,34770.0,29402.0,1993.0,6.0,29.0,1,1
Spirit Bound,Richelle Mead,250176.0,8595.0,4.36,489.0,English,1,2918.0,6451.0,29253.0,71012.0,140542.0,2010.0,5.0,18.0,0,0
Two Treatises of Government,John Locke,15831.0,148.0,3.83,480.0,English,0,376.0,1036.0,4245.0,5425.0,4749.0,1988.0,10.0,28.0,0,1
The Invention of Wings,Sue Monk Kidd,240662.0,21902.0,4.24,384.0,English,0,1907.0,5060.0,31312.0,98475.0,103908.0,2014.0,1.0,7.0,1,0
Moon Tiger,Penelope Lively,11189.0,918.0,3.83,224.0,English,0,436.0,750.0,2513.0,4073.0,3417.0,1997.0,9.0,18.0,1,1
Emotional Intelligence 2.0,Travis Bradberry,66488.0,1063.0,3.84,255.0,English,0,2483.0,4698.0,15986.0,21334.0,21987.0,2009.0,6.0,16.0,0,1
Stoner,John  Williams,82914.0,9834.0,4.3,278.0,English,0,717.0,2329.0,9650.0,28737.0,41481.0,2006.0,10.0,22.0,1,1
No Country for Old Men,Cormac McCarthy,130783.0,7386.0,4.13,309.0,English,0,1857.0,4551.0,19513.0,53176.0,51686.0,2006.0,7.0,11.0,1,1
Lost in the Crowd,M.J. Santley,367.0,5.0,4.39,418.0,?,0,4.0,10.0,13.0,151.0,189.0,2018.0,5.0,20.0,1,0
The Bedroom Secrets of the Master Chefs,Irvine Welsh,6880.0,240.0,3.42,400.0,English,0,435.0,852.0,2222.0,2146.0,1225.0,2007.0,5.0,17.0,1,1
The Gormenghast Novels,Mervyn Peake,8022.0,588.0,3.99,1173.0,English,1,382.0,548.0,1274.0,2418.0,3400.0,1995.0,12.0,22.0,1,1
Rubinrot,Kerstin Gier,99471.0,9438.0,4.12,343.0,German,1,1310.0,3776.0,17378.0,36637.0,40370.0,2009.0,1.0,6.0,0,0
The House of the Scorpion,Nancy Farmer,74064.0,6080.0,4.1,380.0,English,1,1578.0,3196.0,12120.0,26523.0,30647.0,2004.0,5.0,22.0,1,1
Love Medicine,Louise Erdrich,20046.0,1376.0,3.99,367.0,English,1,294.0,967.0,4126.0,7965.0,6694.0,2005.0,8.0,2.0,1,1
American Pastoral,Philip Roth,56501.0,4116.0,3.92,432.0,English,1,1551.0,3916.0,11099.0,20696.0,19239.0,1998.0,3.0,5.0,1,1
Sons and Lovers,D.H. Lawrence,44584.0,1771.0,3.63,654.0,English,0,1613.0,4342.0,13155.0,15473.0,10001.0,1999.0,8.0,17.0,1,1
"Band of Brothers: E Company, 506th Regiment, 101st Airborne from Normandy to Hitler's Eagle's Nest",Stephen E. Ambrose,86577.0,2547.0,4.43,432.0,English,0,883.0,1440.0,7803.0,26059.0,50392.0,2002.0,9.0,1.0,0,1
But What If We're Wrong? Thinking About the Present As If It Were the Past,Chuck Klosterman,12882.0,1410.0,3.62,262.0,English,0,435.0,1189.0,3742.0,4969.0,2547.0,2016.0,6.0,7.0,0,0
Speaker for the Dead,Orson Scott Card,208413.0,7426.0,4.06,382.0,English,1,2063.0,8815.0,40128.0,80050.0,77357.0,1994.0,8.0,15.0,1,1
Ragtime,E.L. Doctorow,35311.0,2317.0,3.88,320.0,English,0,674.0,1988.0,8378.0,14086.0,10185.0,2010.0,11.0,17.0,1,1
An Echo in the Bone,Diana Gabaldon,106294.0,5799.0,4.44,1149.0,English,1,505.0,1692.0,10589.0,31216.0,62292.0,2010.0,1.0,21.0,1,1
